Unnamed: 0,name,locality,Preprocessed
272,Valley Psychological Services,Kuala Lumpur,"['every', 'time', 'chatting', 'm', 'urmilah', 'day', 'feel', 'complete', 'highly', 'recommend', 'valley', 'psych']"
273,Valley Psychological Services,Kuala Lumpur,"['love', 'place', 'much', 'excellent', 'service', 'highly', 'recommend']"
274,MentCouch,Kuala Lumpur,"['would', 'usually', 'refrain', 'reviewing', 'mental', 'health', 'place', 'used', 'afraid', 'would', 'get', 'discriminated', 'friend', 'knew', 'issue', 'mentcouch', 'really', 'helped', 'better', 'place', 'like', 'comfortable', 'safe', 'staff', 'make', 'feel', 'enables', 'open', 'almost', 'anything', 'environment', 'really', 'nice', 'really', 'like', 'progress', 'made', 'far']"
275,MentCouch,Kuala Lumpur,"['came', 'mentcouch', 'goal', 'better', 'happy', 'guidance', 'extremely', 'friendly', 'people', 'make', 'everything', 'much', 'easier']"
276,MentCouch,Kuala Lumpur,"['highly', 'recommended', 'screening', 'quite', 'insightful', 'good', 'behavior', 'staff', 'member']"
277,MentCouch,Kuala Lumpur,"['super', 'friendly', 'staff', 'psychologist', 'affordable', 'service', 'mental', 'health']"
278,MentCouch,Kuala Lumpur,"['booked', 'online', 'session', 'think', 'price', 'quite', 'reasonable', 'inquiring', 'place', 'plan', 'continue', 'easy', 'talk']"
279,Growing Space Psychology Center,Kuala Lumpur,"['diagnosed', 'anxiety', 'panic', 'disorder', 'recommended', 'health', 'personnel', 'growing', 'space', 'therapy', 'reluctant', 'consume', 'medicine', 'extremely', 'sceptical', 'counselling', 'session', 'emotion', 'become', 'stable', 'positive', 'towards', 'life', 'since', 'thanks', 'dedicated', 'helpful', 'professional', 'psychologist', 'attended', 'throughout', 'episode', 'highly', 'recommended']"
280,Growing Space Psychology Center,Kuala Lumpur,"['visiting', 'growing', 'space', 'since', 'last', 'year', 'see', 'counselor', 'least', 'month', 'lot', 'confident', 'managing', 'emotion']"
281,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['doctor', 'ng', 'kind', 'empathetic', 'understanding', 'really', 'try', 'help', 'possible', 'way', 'thank', 'dr']"
282,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['dr', 'ng', 'chong', 'guan', 'care', 'past', 'year', 'kind', 'patient', 'empathetic', 'important', 'quality', 'good', 'doctor', 'appreciate', 'always', 'made', 'sure', 'ease', 'appointment']"
283,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['despite', 'bad', 'review', 'personally', 'felt', 'dr', 'ng', 'passionate', 'giving', 'good', 'advise', 'feel', 'calm', 'secure', 'meeting', 'sure', 'visit', 'next', 'time']"
284,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['everyone', 'patient', 'calm', 'kind', 'appointment', 'necessary', 'even', 'might', 'wait', 'arrive', 'note', 'referring', 'directly', 'psych', 'diagnosed', 'doctor', 'doc', 'advise', 'need', 'whether', 'medication', 'treatment', 'specific', 'psych', 'far', 'experience', 'really', 'good', 'truly', 'listen', 'interrupt', 'done', 'done', 'advice', 'stood', 'good', 'stead', 'yes', 'expensive', 'afford', 'highly', 'recommend', 'expect', 'quick', 'fix']"
285,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['incredible', 'experience', 'helped', 'immemsely', 'getting', 'better', 'considers', 'side', 'effect', 'medication', 'unlike', 'previous', 'doctor', 'treat', 'patient', 'well', 'listens', 'patient', 'concern', 'highly', 'recommended']"
286,Share Resolve: Psychologists in KL,Kuala Lumpur,"['dr', 'aisya', 'musa', 'appointed', 'outset', 'knew', 'helped', 'extremely', 'compassionate', 'thoughtful', 'intelligent', 'human', 'allow', 'reiterate', 'human', 'greatest', 'compliment', 'pay', 'dr', 'aisya', 'methodology', 'solely', 'centred', 'ability', 'discover', 'pearl', 'wisdom', 'depth', 'psyche', 'far', 'make', 'achieved', 'active', 'listening', 'considerate', 'questioning', 'humour', 'empathy', 'professional', 'platitude', 'could', 'easily', 'pay', 'dr', 'aisya', 'pale', 'insignificance', 'light', 'wisdom']"
287,Share Resolve: Psychologists in KL,Kuala Lumpur,"['great', 'safe', 'space', 'friendly', 'team']"
288,MY Confidential,Kuala Lumpur,"['place', 'feel', 'like', 'home', 'close', 'one', 'far', 'home', 'family', 'highly', 'recommended', 'people', 'want', 'feel', 'formal', 'environment', 'make', 'edge', 'uncomfortable', 'speak', 'mind', 'find', 'right', 'person', 'talk']"
289,MY Confidential,Kuala Lumpur,"['amanda', 'cheang', 'changed', 'lot', 'impression', 'therapist', 'quality', 'dedication', 'speak', 'sense', 'professional', 'work', 'diligently', 'yet', 'feel', 'distant']"
290,MY Confidential,Kuala Lumpur,"['anxiety', 'never', 'thought', 'needed', 'go', 'counselling', 'perception', 'majority', 'malaysian', 'know', 'believe', 'counselling', 'therapist', 'afraid', 'ppl', 'judgement', 'think', 'necessary', 'taking', 'care', 'mental', 'health', 'well', 'important', 'others', 'met', 'johana', 'confidential', 'made', 'feel', 'comfortable', 'express', 'felt', 'safe', 'safe', 'space', 'felt', 'talking', 'friend', 'managed', 'deal', 'lot', 'session', 'provided', 'technique', 'tool', 'helpful', 'managed', 'make', 'understand', 'highly', 'recommend', 'seeking', 'counselling', 'listening', 'ear', 'make', 'difference']"
291,MY Confidential,Kuala Lumpur,"['kind', 'person', 'never', 'believe', 'therapist', 'needed', 'help', 'feel', 'time', 'one', 'session', 'felt', 'finally', 'sens', 'knocked', 'head', 'able', 'understand', 'reaction', 'basically', 'putting', 'right', 'perspective', 'role', 'play', 'feel', 'powerful', 'tool', 'anyone', 'understand', 'reaction', 'better', 'slowly', 'able', 'see', 'feel', 'process', 'thing', 'differently', 'would', 'highly', 'recommend', 'day', 'feel', 'lost']"
292,MY Confidential,Kuala Lumpur,"['highly', 'recommend', 'puan', 'johari', 'amanda', 'guide', 'process', 'warm', 'friendly', 'counsellor', 'session', 'made', 'felt', 'safe', 'space', 'express', 'struggle', 'highly', 'recommend']"
293,"Archdiocesan Mental Health Ministry, Archdiocese of Kuala Lumpur",Kuala Lumpur,"['good', 'place', 'obtain', 'counselling', 'aspect', 'life', 'advice', 'assistance', 'maintaining', 'good', 'mental', 'health']"
294,Mental Health Wellness Center & Psychologist Kuala Lumpur - 360 Wellness Hub,Kuala Lumpur,"['excellent', 'psychologist', 'service', 'kuala', 'lumpur', 'used', 'get', 'treatment', 'someone', 'else', 'going', 'felt', 'good', 'happy', 'wellness', 'hub', 'highly', 'recommended']"
295,Mental Health Wellness Center & Psychologist Kuala Lumpur - 360 Wellness Hub,Kuala Lumpur,"['wellness', 'hub', 'best', 'psychologist', 'kuala', 'lumpur', 'truly', 'professional', 'approach', 'appreciable', 'clinic', 'provides', 'friendly', 'environment', 'totally', 'satisfied', 'highly', 'recommended']"
296,Mental Health Wellness Center & Psychologist Kuala Lumpur - 360 Wellness Hub,Kuala Lumpur,"['group', 'professional', 'compassionate', 'supportive', 'listen', 'attentively', 'client', 'emotional', 'mental', 'support', 'beyond', 'word', 'ptsd', 'survival', 'dr', 'lennie', 'treatment', 'attended', 'self', 'develop', 'course', 'designed', 'took', 'year', 'recover', 'slowly', 'never', 'give', 'whenever', 'help', 'needed']"
297,Mental Health Wellness Center & Psychologist Kuala Lumpur - 360 Wellness Hub,Kuala Lumpur,"['indeed', 'dr', 'soo', 'team', 'committed', 'know', 'best', 'outcome', 'awesome', 'result', 'proven', 'helping', 'people', 'walk', 'life', 'see', 'life', 'positive', 'light', 'keep', 'good', 'work']"
298,Mental Health Wellness Center & Psychologist Kuala Lumpur - 360 Wellness Hub,Kuala Lumpur,"['best', 'psychologist', 'kuala', 'lumpur']"
299,Dr. Francis Low Chee Chan,Kuala Lumpur,"['heartless', 'rudest', 'doctor', 'ever', 'meet', 'think', 'person', 'ever', 'received', 'proper', 'medical', 'training']"
300,Dr. Francis Low Chee Chan,Kuala Lumpur,"['dr', 'detailed', 'empathetic', 'helped', 'get', 'depression', 'throughout', 'treatment']"
301,Nur Psychology Center (NPC),Kuala Lumpur,"['alone', 'contact', 'u', 'need', 'someone', 'share', 'problem']"
302,Chong Specialist Clinic (Mental Health),Malacca,"['recently', 'went', 'psychiatry', 'treatment', 'seen', 'dr', 'tan', 'opinion', 'one', 'best', 'psychiatry', 'specialist', 'clinic', 'ever', 'went', 'receptionist', 'staff', 'dispensing', 'medication', 'helpful', 'polite', 'courteous', 'answer', 'question', 'regard', 'treatment', 'given', 'dr', 'tan', 'empathetic', 'understand', 'issue', 'regard', 'cost', 'treatment', 'well', 'continuation', 'treatment', 'short', 'term', 'time', 'period', 'longer', 'run', 'even', 'came', 'suggestion', 'recommendation', 'based', 'knowledge', 'experience', 'order', 'get', 'best', 'treatment', 'plan', 'actually', 'really', 'really', 'appreciate', 'thankful', 'treatment', 'manner', 'clinic', 'also', 'located', 'strategically', 'melaka', 'town', 'parking', 'problem', 'clinic', 'even', 'wheelchair', 'entrance', 'waiting', 'time', 'also', 'acceptable', 'term', 'cost', 'treatment', 'slightly', 'cheaper', 'compared', 'private', 'psychiatry', 'center', 'md', 'advise', 'wish', 'see', 'psychiatrist', 'patient', 'need', 'disclose', 'symptom', 'problem', 'complication', 'arise', 'illness', 'suffered', 'side', 'effect', 'medication', 'prescribed', 'get', 'proper', 'treatment', 'understand', 'psychiatrist', 'duty', 'explore', 'condition', 'psychiatrist', 'human', 'interpret', 'behavior', 'sign', 'read', 'mind', 'think', 'doctor', 'even', 'ask', 'miss', 'whatever', 'thing', 'issue', 'thought', 'important', 'simply', 'tell', 'doctor', 'consultation', 'went', 'back', 'home', 'started', 'complaint', 'issue', 'avoid', 'getting', 'consultation', 'phone', 'call', 'one', 'thing', 'time', 'medication', 'use', 'psychiatry', 'usually', 'take', 'time', 'body', 'adapt', 'doctor', 'adjust', 'dosage', 'accordingly', 'like', 'case', 'summary', 'recommended', 'clinic', 'wish', 'initiate', 'treatment', 'regard', 'mental', 'illness', 'course', 'disclose', 'information', 'regard', 'treatment', 'sure', 'treatment', 'provided', 'definitely', 'worth']"
303,Chong Specialist Clinic (Mental Health),Malacca,"['dr', 'chong', 'much', 'better', 'compared', 'dr', 'david', 'mmc', 'concerned', 'patient', 'spent', 'around', 'hour', 'time', 'know', 'patient', 'progress', 'also', 'concern', 'one', 'financial', 'usually', 'suggest', 'affordable', 'medicine', 'maintenance', 'dr', 'chong', 'pantai', 'hospital', 'every', 'wednesday', 'recommend', 'going', 'bcz', 'many', 'people', 'normal', 'waiting', 'time', 'around', 'hour', 'go', 'straight', 'clinic', 'save', 'time']"
304,Chong Specialist Clinic (Mental Health),Malacca,"['doctor', 'caring', 'towards', 'patient', 'prescription', 'making', 'condition', 'worse', 'give', 'detail', 'explanation', 'asked', 'information', 'besides', 'want', 'know', 'root', 'cause', 'patient', 'illness', 'example', 'told', 'ptsd', 'even', 'care', 'developed', 'even', 'ask', 'question', 'condition', 'took', 'medication', 'one', 'week', 'developed', 'anxiety', 'symptom', 'dad', 'called', 'clinic', 'instead', 'telling', 'stop', 'medication', 'doctor', 'told', 'take', 'another', 'week', 'knew', 'really', 'cant', 'bear', 'side', 'effect', 'anymore', 'doctor', 'also', 'quite', 'arrogant', 'keep', 'mentioning', 'teaching', 'university', 'patient', 'doesnt', 'care', 'teach', 'care', 'service', 'u', 'provided', 'u', 'overall', 'recommend', 'doctor', 'others']"
305,Yeoh Psychiatric Clinic,Malacca,"['dr', 'yeoh', 'greatest', 'benefactor', 'life', 'professional', 'experienced', 'doctor', 'always', 'pleasantly', 'surprised', 'quick', 'response', 'problem', 'divine', 'intervention', 'got', 'meet', 'dr', 'yeoh', 'giving', 'hope', 'saviour', 'strongly', 'recommend', 'everyone']"
306,Yeoh Psychiatric Clinic,Malacca,"['dr', 'david', 'yeoh', 'deserve', 'star', 'one', 'patient', 'since', 'last', 'year', 'november', 'seeing', 'dr', 'david', 'anxiety', 'dr', 'david', 'good', 'professional', 'caring', 'doctor', 'might', 'find', 'dr', 'david', 'consultation', 'short', 'take', 'prescribed', 'medicine', 'go', 'dr', 'david', 'fast', 'action', 'able', 'make', 'decision', 'precisely', 'straight', 'point', 'mistake', 'time', 'management', 'important', 'every', 'doctor', 'therefore', 'would', 'like', 'show', 'gratitude', 'dr', 'david', 'without', 'recover', 'anxiety', 'become', 'want', 'big', 'thanks', 'hug']"
307,Yeoh Psychiatric Clinic,Malacca,"['dr', 'david', 'nice', 'caring', 'professional', 'psychiatrist', 'taking', 'care', 'well', 'patient', 'treatment', 'effective', 'thank', 'much', 'bring', 'back', 'quality', 'life', 'many', 'people', 'term', 'mental', 'health']"
308,Yeoh Psychiatric Clinic,Malacca,"['great', 'experience', 'made', 'appointment', 'via', 'zoom', 'messenger', 'got', 'right', 'away', 'dr', 'david', 'great', 'nice', 'helpful', 'take', 'time', 'listen', 'time', 'explain', 'first', 'rate', 'professional', 'experience', 'completely', 'satisfied', 'attentive', 'health', 'issue', 'complicated', 'health', 'problem', 'addressed', 'kind', 'patient', 'maraming', 'salamat', 'po', 'doc', 'david']"
309,Yeoh Psychiatric Clinic,Malacca,"['doctor', 'showed', 'compassion', 'empathy', 'get', 'root', 'issue', 'commercialized', 'clinic', 'profit', 'think', 'better', 'getting', 'med', 'smiley', 'pharmicist']"
310,Jabatan Psikiatri @ Melaka,Malacca,"['professional', 'good', 'fast', 'service', 'considering', 'amount', 'people', 'visiting', 'place', 'help']"
311,Jabatan Psikiatri @ Melaka,Malacca,['good']
312,Jabatan Psikiatri @ Melaka,Malacca,"['staff', 'okay', 'service', 'slow', 'satisfactory', 'maybe', 'add', 'aircond', 'coat', 'hot', 'lit', 'lit']"
313,Klinik Dr. Yee,Melaka,"['dr', 'yee', 'good', 'doctor', 'sincere', 'help', 'dr', 'yee', 'kind', 'helpful', 'count']"
314,Klinik Dr. Yee,Melaka,"['dr', 'yee', 'best', 'doctor', 'town', 'attentive', 'caring', 'definitely', 'family', 'dr']"
315,Klinik Dr. Yee,Melaka,"['visited', 'clinic', 'help', 'insomnia', 'problem', 'problem', 'one', 'star', 'rating', 'given', 'inconsistent', 'billing', 'charge', 'first', 'time', 'charge', 'ok', 'half', 'hour', 'consultation', 'plus', 'week', 'med', 'second', 'time', 'charge', 'min', 'consultarion', 'one', 'week', 'med', 'however', 'rd', 'visit', 'charged', 'min', 'consultation', 'plus', 'week', 'medication', 'math', 'add', 'reception', 'failed', 'give', 'receipt', 'hefty', 'bill']"
316,Klinik Dr. Yee,Melaka,"['came', 'seeking', 'care', 'attentive', 'consultation', 'got', 'hurried', 'brushed', 'aside']"
317,Klinik Dr. Yee,Melaka,"['give', 'lot', 'suggest', 'progression']"
318,Bright Child Specialist Clinic,Melaka,"['terrible', 'experience', 'ever', 'child', 'suffered', 'treatment', 'doctor', 'gentle', 'treated', 'child', 'roughly', 'recommended', 'mind', 'awful', 'experience']"
319,Bright Child Specialist Clinic,Melaka,"['reception', 'nurse', 'rude', 'communication', 'intonation', 'nice', 'rude', 'freindly']"
320,Bright Child Specialist Clinic,Melaka,"['counter', 'staff', 'rude', 'doc', 'perfectly', 'fine']"
321,Bright Child Specialist Clinic,Melaka,"['staff', 'registration', 'counter', 'friendly']"
322,Bright Child Specialist Clinic,Melaka,"['ok', 'good']"
323,"Poliklinik Bandar, Melaka",Melaka,"['best', 'clinic', 'town', 'dr', 'kumar', 'caring', 'humorous', 'doctor', 'go', 'see', 'like', 'visiting', 'old', 'friend', 'hesitate', 'recommend', 'anyone', 'treatment']"
324,"Poliklinik Bandar, Melaka",Melaka,"['clinic', 'clean', 'price', 'also', 'reasonable', 'clinic', 'open', 'early', 'doctor', 'well', 'experienced', 'staff', 'also', 'friendly', 'thump']"
325,"Poliklinik Bandar, Melaka",Melaka,"['good', 'clinic', 'dr', 'kumar', 'care', 'u', 'lot', 'long', 'staff']"
326,"Poliklinik Bandar, Melaka",Melaka,"['like', 'clinic', 'much', 'comfortable', 'place', 'nice', 'ambiance', 'open', 'every', 'day', 'including', 'public', 'holiday', 'weekend', 'convenient', 'u', 'friendly', 'staff', 'experience', 'doctor']"
327,"Poliklinik Bandar, Melaka",Melaka,"['need', 'consultation', 'trip', 'could', 'walk', 'found', 'great', 'professional', 'could', 'highly', 'recommand']"
328,Klinik Khaw,Malacca,"['awesome', 'place']"
329,KLINIK BUKIT BERUANG,Melaka,"['hi', 'woud', 'like', 'book', 'art', 'test', 'jan', 'pls', 'give', 'watsup', 'book']"
330,KLINIK BUKIT BERUANG,Melaka,"['staff', 'doctor', 'good', 'polite', 'responsive', 'instruction', 'given', 'detail', 'accurately', 'easy', 'deal', 'without', 'issue', 'whatsoever', 'congratulation', 'keep']"
331,KLINIK BUKIT BERUANG,Melaka,"['quick', 'response', 'toward', 'query', 'prompt', 'service', 'given', 'super', 'fast', 'swab', 'test', 'done', 'without', 'pain', 'need', 'drive', 'thru', 'served', 'result', 'super', 'quick', 'well', 'received', 'result', 'le', 'hour', 'email', 'friendly', 'dr', 'well', 'thank', 'dr', 'nisha']"
332,KLINIK BUKIT BERUANG,Melaka,"['good', 'service', 'good', 'communication', 'clinic', 'especially', 'doctor', 'patient', 'best']"
333,KLINIK BUKIT BERUANG,Melaka,"['wonderful', 'service', 'amazing', 'friendly', 'team', 'operating', 'clinic']"
334,Dr. Abu Bakar Ab. Rahman,Ayer Keroh,"['good', 'medicine', 'best', 'service']"
335,"Jabatan Psikiatri & Kesihatan Mental, Hospital Tuanku Ja'afar",Seremban,"['klink', 'kk', 'security', 'guard', 'palani', 'good', 'person', 'talking', 'nicely']"
336,"Jabatan Psikiatri & Kesihatan Mental, Hospital Tuanku Ja'afar",Seremban,"['doctor', 'also', 'god']"
337,"Jabatan Psikiatri & Kesihatan Mental, Hospital Tuanku Ja'afar",Seremban,['good']
338,"Jabatan Psikiatri & Kesihatan Mental, Hospital Tuanku Ja'afar",Seremban,"['monday', 'call', 'made', 'htj', 'psychiatric', 'clinic', 'inquire', 'procedure', 'seek', 'treatment', 'first', 'time', 'three', 'call', 'everything', 'cut', 'like', 'waiting', 'call', 'answered', 'level', 'staff', 'involved', 'departmental', 'meeting', 'time', 'department', 'enough', 'front', 'desk', 'staff', 'clinic', 'operating', 'hour', 'start', 'later', 'call', 'made', 'emergency', 'case', 'involving', 'entire', 'staff', 'department', 'dedicated', 'staff', 'manage', 'call', 'please', 'enlightenment', 'thank']"
339,"Jabatan Psikiatri & Kesihatan Mental, Hospital Tuanku Ja'afar",Seremban,"['hope', 'patient', 'healed', 'healthy', 'always', 'enjoy', 'life', 'humble', 'respectful', 'everyone', 'staff', 'psychiatric', 'clinic', 'doctor', 'may', 'given', 'best', 'health', 'continue', 'serve', 'god', 'bless']"
340,Growing Space Psychology Center,Seremban,"['experienced', 'helpful', 'lady', 'psychologist', 'insightful', 'full', 'brilliant', 'advice', 'thank', 'thank']"
341,Growing Space Psychology Center,Seremban,"['professional', 'lady', 'warm', 'reassuring', 'attentive', 'helped', 'build', 'resilence', 'lot']"
342,Growing Space Psychology Center,Seremban,"['really', 'helpful', 'waste', 'money', 'went', 'session', 'receive', 'one', 'single', 'piece', 'advice', 'word', 'psychologist', 'therapy', 'session', 'telling', 'psychologist', 'problem', 'want', 'money', 'back']"
343,Growing Space Psychology Center,Seremban,"['really', 'helpful', 'place', 'relieve', 'feeling', 'head', 'expect', 'psychotherapist', 'would', 'give', 'advice', 'solve', 'problem', 'almost', 'none']"
344,D'Dawn Psychological Development Center,Seremban,"['first', 'counselling', 'experience', 'comfortable', 'pleasant', 'thanks']"
345,Louis Center for Children with Special Needs Seremban,Seremban,"['send', 'son', 'nothing', 'praise', 'teacher', 'staff', 'louis', 'centre', 'non', 'verbal', 'boy', 'talk', 'read', 'write', 'well', 'age', 'thanks', 'teacher', 'malini', 'putting', 'much', 'effort', 'son']"
346,Louis Center for Children with Special Needs Seremban,Seremban,"['staff', 'pretentious', 'rude', 'school', 'look', 'like', 'anything', 'internet', 'photo', 'took', 'mild', 'autism', 'son', 'month', 'school', 'sent', 'week', 'week', 'showed', 'sign', 'progress', 'owner', 'school', 'also', 'consultation', 'session', 'discus', 'son', 'progress', 'school', 'contacted', 'class', 'teacher', 'many', 'time', 'seek', 'progress', 'get', 'min', 'chat', 'outside', 'school', 'gate', 'asking', 'son', 'progress', 'initiated', 'teacher', 'called', 'j', 'find', 'rude', 'first', 'day', 'sending', 'son', 'wanted', 'know', 'none', 'teacher', 'available', 'class', 'teacher', 'pretending', 'hide', 'kitchen', 'j', 'near', 'door', 'attending', 'another', 'parent', 'completely', 'ignored', 'even', 'tried', 'say', 'sorry', 'mam', 'im', 'attending', 'one', 'parent', 'attend', 'shortly', 'instead', 'j', 'pretended', 'see', 'also', 'assessment', 'test', 'son', 'first', 'time', 'really', 'attentive', 'month', 'old', 'baby', 'bring', 'along', 'bringing', 'son', 'assessment', 'j', 'appeared', 'rude', 'unfriendly', 'attentive', 'month', 'son', 'school', 'satisfied', 'way', 'conduct', 'class', 'carry', 'progress', 'albeit', 'small', 'amount', 'son', 'short', 'period', 'time', 'worst', 'still', 'school', 'even', 'nickname', 'son', 'louis', 'centre', 'traumatizing', 'experience', 'son', 'dont', 'even', 'know', 'teacher', 'fully', 'qualified', 'teach', 'special', 'child', 'owner', 'yes', 'well', 'endowed', 'title', 'profession', 'wise', 'staff', 'sure', 'pulled', 'son', 'school', 'sacked', 'class', 'teacher', 'work', 'informed', 'cant', 'keep', 'son', 'school', 'school', 'contact', 'professional', 'class', 'teacher', 'called', 'inform', 'decided', 'pull', 'school', 'class', 'teacher', 'inform', 'situation', 'also', 'show', 'progress', 'worried', 'welfare', 'continue', 'sending', 'already', 'brand', 'son', 'name', 'calling', 'overall', 'recommended']"
347,Louis Center for Children with Special Needs Seremban,Seremban,"['assalamualaikum', 'sent', 'oldest', 'daughter', 'louis', 'special', 'child', 'center', 'year', 'ago', 'son', 'teenager', 'go', 'mainstream', 'school', 'pandemic', 'learn', 'home', 'performance', 'great', 'son', 'grew', 'many', 'complication', 'behavior', 'hyper', 'even', 'speech', 'clear', 'stir', 'friend', 'learning', 'kindergarten', 'teacher', 'always', 'complains', 'know', 'change', 'correct', 'problem', 'child', 'face', 'time', 'fortunately', 'good', 'colleague', 'share', 'information', 'special', 'school', 'husband', 'agreed', 'attend', 'free', 'assesment', 'find', 'son', 'adhd', 'sensory', 'problem', 'bit', 'autism', 'school', 'principal', 'mr', 'julia', 'dr', 'rajan', 'helped', 'u', 'lot', 'understanding', 'autism', 'need', 'child', 'improve', 'son', 'studied', 'underwent', 'therapy', 'year', 'thank', 'god', 'lot', 'change', 'husband', 'could', 'see', 'teacher', 'therapist', 'always', 'sharing', 'u', 'home', 'well', 'help', 'accelerate', 'progress', 'husband', 'grateful', 'help', 'received', 'school', 'many', 'year', 'hope', 'school', 'continue', 'excel', 'continue', 'help', 'child', 'specialty', 'child', 'heaven']"
348,Klinik psikiatri bukit Rasah Seremban,Seremban,['good']
349,MENTARI Port Dickson,Port Dickson,"['excellent', 'dental', 'care', 'dentist', 'friendly', 'even', 'though', 'packed', 'fast', 'efficient', 'experienced', 'capable', 'dentist', 'dental', 'staff']"
350,MENTARI Port Dickson,Port Dickson,"['staff', 'friendly']"
351,MENTARI Port Dickson,Port Dickson,"['goverment', 'service']"
352,MENTARI Port Dickson,Port Dickson,['comfortable']
353,MENTARI Port Dickson,Port Dickson,"['bad', 'service', 'experience', 'think', 'nurse', 'doctor', 'get', 'salary', 'always', 'angry', 'patient', 'understand', 'language', 'angry', 'another', 'doctor', 'spoke', 'quickly', 'busy', 'work', 'hello', 'matter', 'stupid', 'sgt']"
354,Town Klinik,Seremban,"['quick', 'best']"
355,Klinik Tan,Seremban,"['im', 'gon', 'na', 'say', 'medical', 'officer', 'capable', 'injecting', 'vaccine', 'also', 'assisting', 'outpatient', 'dont', 'take', 'vaccination', 'center', 'contract', 'go', 'normal', 'day', 'day', 'outpatient', 'minute', 'vaccination', 'took', 'hour', 'better', 'go', 'place']"
356,Klinik Tan,Seremban,"['came', 'vaccination', 'unprofessional', 'staff', 'shouting', 'waiting', 'min', 'doctor', 'failed', 'explain', 'vaccine', 'get', 'thought', 'procedure', 'even', 'tell', 'dosage', 'type', 'vaccine', 'getting', 'know', 'manage', 'ppv', 'please', 'put', 'leg', 'worst', 'clinic', 'ever', 'please', 'cancel', 'appointment', 'maybe', 'go', 'ppv']"
357,Klinik Tan,Seremban,"['first', 'time', 'went', 'clinic', 'service', 'ridiculously', 'bad', 'staff', 'keep', 'shouting', 'mad', 'patient', 'without', 'empathy', 'common', 'sense', 'help', 'patient', 'disrespectful', 'frontline', 'need', 'treat', 'patient', 'please', 'manner', 'basic', 'etiquette', 'customer', 'service', 'basic', 'thing', 'sign', 'job']"
358,Klinik Tan,Seremban,"['clinic', 'always', 'full', 'people', 'foreigner', 'improved', 'service', 'think', 'one', 'seremban', 'without', 'patient', 'sitting', 'executive', 'chair']"
359,Klinik Tan,Seremban,"['senior', 'doctor', 'polite', 'carried', 'pcr', 'test', 'receptionist', 'duty', 'well', 'responsible']"
360,Klinik Maria,Seremban,"['worst', 'clinic', 'ever', 'even', 'doctor', 'never', 'ever', 'touch', 'patient', 'clinic', 'staff', 'knw', 'treat', 'patient']"
361,Klinik Maria,Seremban,"['good', 'service']"
362,Klinik Maria,Seremban,"['good', 'professional', 'service', 'skin', 'consultation']"
363,Klinik Maria,Seremban,"['lunch', 'break', 'pm', 'pm', 'nurse', 'never', 'allow', 'register', 'pm', 'although', 'wait', 'long', 'queue', 'cash', 'paying', 'patient', 'skip', 'waiting', 'time', 'gl', 'patient', 'need', 'wait', 'although', 'arrive', 'earlier', 'systemic', 'need', 'many', 'nurse', 'thing', 'dated', 'totally', 'unsatisfying', 'doctor', 'part', 'good', 'medication', 'also', 'effective']"
364,Klinik Maria,Seremban,"['good', 'service', 'always', 'medicine', 'good', 'friendly', 'staff']"
365,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['doctor', 'ng', 'kind', 'empathetic', 'understanding', 'really', 'try', 'help', 'possible', 'way', 'thank', 'dr']"
366,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['dr', 'ng', 'chong', 'guan', 'care', 'past', 'year', 'kind', 'patient', 'empathetic', 'important', 'quality', 'good', 'doctor', 'appreciate', 'always', 'made', 'sure', 'ease', 'appointment']"
367,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['despite', 'bad', 'review', 'personally', 'felt', 'dr', 'ng', 'passionate', 'giving', 'good', 'advise', 'feel', 'calm', 'secure', 'meeting', 'sure', 'visit', 'next', 'time']"
368,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['everyone', 'patient', 'calm', 'kind', 'appointment', 'necessary', 'even', 'might', 'wait', 'arrive', 'note', 'referring', 'directly', 'psych', 'diagnosed', 'doctor', 'doc', 'advise', 'need', 'whether', 'medication', 'treatment', 'specific', 'psych', 'far', 'experience', 'really', 'good', 'truly', 'listen', 'interrupt', 'done', 'done', 'advice', 'stood', 'good', 'stead', 'yes', 'expensive', 'afford', 'highly', 'recommend', 'expect', 'quick', 'fix']"
369,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,"['incredible', 'experience', 'helped', 'immemsely', 'getting', 'better', 'considers', 'side', 'effect', 'medication', 'unlike', 'previous', 'doctor', 'treat', 'patient', 'well', 'listens', 'patient', 'concern', 'highly', 'recommended']"
370,Dr Wong Specialist Clinic (Psychiatry),Klang,"['seeing', 'doctor', 'since', 'got', 'say', 'patient', 'caring', 'empathetic']"
