,name,locality,state,address,rating,text
345,Louis Center for Children with Special Needs Seremban,Seremban,Negeri Sembilan,"<span class=""street-address"">1908, Jalan Tok Ungku</span>, <span class=""extended-address"">Taman Blossom Height</span>, <span class=""postal-code"">70100</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",4,"I send my son here and I have nothing but praises for his teacher and the staff at Louis Centre. From a non verbal boy, he can talk, read and write very well for his age. Thanks to teacher Malini for putting in so much effort into my son."
346,Louis Center for Children with Special Needs Seremban,Seremban,Negeri Sembilan,"<span class=""street-address"">1908, Jalan Tok Ungku</span>, <span class=""extended-address"">Taman Blossom Height</span>, <span class=""postal-code"">70100</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",1,"the staffs are pretentious and rude. The school does not look like anything in the internet photos. I took my mild autism son out after 3 months in the school (sent him for 2 weeks out of 4 weeks), showed no signs of progress, the owner of the school also did not have a consultation session to discuss my son's progress in the school. i contacted the class teacher many times to seek progress - all i get is a 5mins chat outside the school gate asking for my son's progress which i initiated. A teacher called “J” -  i find her rude because there was once, after first day of sending son, i wanted to know how he was doing but NONE of teachers were available, his class teacher was pretending to hide in the kitchen, “J” was near the door attending to another parent - completely ignored me -  not even tried to say ""sorry mam, im attending to one parent here, we will attend to you shortly'. instead “J” pretended not to see me. she also did an assessment test for my son the first time, really not attentive, i had a 3 months old baby that i had to bring along while bringing my son for an assessment. “J” appeared to be rude, unfriendly and not attentive at all. for that 3 months my son was in the school, i was not satisfied with the way they conduct their classes, carry themselves, and the progress (albeit a small amount if any) my son had in that short period of time. worst still, the school even had a nickname for my son when he was there. Louis centre is a very traumatizing experience both for my son and myself. i dont even know if the teachers there are fully qualified to teach special children. their owners yes, they are well endowed with titles and profession wise - but their staffs, i am not sure. i pulled my son out of the school because they sacked his class teacher from her work, and informed her that they cant keep my son at the school. the school DID NOT contact me. how professional is that? so his class teacher called me and inform me that.  i decided to pull him out of the school after the class teacher inform me of the situation, and also because he did not show progress and i worried of his welfare if i continue sending him there - as it is, they already brand my son with a name calling. Overall, Not recommended."
347,Louis Center for Children with Special Needs Seremban,Seremban,Negeri Sembilan,"<span class=""street-address"">1908, Jalan Tok Ungku</span>, <span class=""extended-address"">Taman Blossom Height</span>, <span class=""postal-code"">70100</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,"Assalamualaikum :) I once sent my oldest daughter to Louis' special children's center 7 years ago. Now that my son is a teenager, he goes to a mainstream school. But with this pandemic, learn at home: D The performance is great! As my son grew up, there were many complications in his behavior. It's too hyper, even the speech isn't clear. Stir up your friends while learning. The kindergarten teacher always complains. We do not know how to change and correct the problems our children face at that time. Fortunately I had a good colleague share information about this special school, so my husband and I agreed to attend a free assesment and find out that my son has ADHD, sensory problems and a bit of Autism. Her school principals, Mrs. Julia and Dr Rajan, helped us a lot in understanding what Autism is and what we need to do so our children can improve. Our son only studied and underwent therapy for a year there and thank God I had a lot of changes and my husband could see her. Their teachers and therapists are always sharing with us what they can do at home as well to help accelerate their progress. My husband and I are very grateful for the help we have received from this school for many years now. We hope this school will continue to excel and continue to help the children in this specialty. They are the children of heaven "
348,Klinik psikiatri bukit Rasah Seremban,Seremban,Negeri Sembilan,"<span class=""extended-address"">Bukit Rasah</span>, <span class=""postal-code"">70300</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,Good
349,MENTARI Port Dickson,Port Dickson,Negeri Sembilan,"Bangunan Sarjana, Klinik Kesihatan, <span class=""street-address"">Jalan Seremban</span>, <span class=""extended-address"">Kampung Bahasa Kapor</span>, <span class=""postal-code"">71000</span> <span class=""locality"">Port Dickson</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,"Excellent dental care, the dentists are friendly, even though when it's packed! Fast, efficient, experienced & capable dentist and dental staff"
350,MENTARI Port Dickson,Port Dickson,Negeri Sembilan,"Bangunan Sarjana, Klinik Kesihatan, <span class=""street-address"">Jalan Seremban</span>, <span class=""extended-address"">Kampung Bahasa Kapor</span>, <span class=""postal-code"">71000</span> <span class=""locality"">Port Dickson</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,Staff friendly
351,MENTARI Port Dickson,Port Dickson,Negeri Sembilan,"Bangunan Sarjana, Klinik Kesihatan, <span class=""street-address"">Jalan Seremban</span>, <span class=""extended-address"">Kampung Bahasa Kapor</span>, <span class=""postal-code"">71000</span> <span class=""locality"">Port Dickson</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,Goverment service
352,MENTARI Port Dickson,Port Dickson,Negeri Sembilan,"Bangunan Sarjana, Klinik Kesihatan, <span class=""street-address"">Jalan Seremban</span>, <span class=""extended-address"">Kampung Bahasa Kapor</span>, <span class=""postal-code"">71000</span> <span class=""locality"">Port Dickson</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",4,Very comfortable
353,MENTARI Port Dickson,Port Dickson,Negeri Sembilan,"Bangunan Sarjana, Klinik Kesihatan, <span class=""street-address"">Jalan Seremban</span>, <span class=""extended-address"">Kampung Bahasa Kapor</span>, <span class=""postal-code"">71000</span> <span class=""locality"">Port Dickson</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",1,"bad service experience ！！ I think nurses and doctors can't all get a salary so they are always angry with patients ！！！ I don't understand their language, they are angry too ！！ another doctor spoke quickly, he was very busy with work to do, hello what's the matter you stupid sgt"
354,Town Klinik,Seremban,Negeri Sembilan,"Ground Floor, Komplek Negeri, Jalan Dr Krishnan, 70000, Seremban, Negeri Sembilan, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,Quick and the best
355,Klinik Tan,Seremban,Negeri Sembilan,"<span class=""street-address"">3, Jalan Dato Sheikh Ahmad</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",1,"Im just gonna say this, if you are the only medical officer who are capable of injecting the vaccine and also assisting outpatient. DONT TAKE THE VACCINATION CENTER CONTRACT. Just go with your normal day to day outpatient. 30 minutes of vaccination took me 2 hours. Better go for other places."
356,Klinik Tan,Seremban,Negeri Sembilan,"<span class=""street-address"">3, Jalan Dato Sheikh Ahmad</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",1,"I came here for my vaccination. Very unprofessional. Staffs were shouting. I was waiting for more than 40 mins. The doctor failed to explain about the vaccine that I’m about to get and I thought it’s a procedure. They didn’t even tell me what’s the dosage and type of vaccine I’m getting. If you don’t know about how to manage ppv, please don’t put your legs in it. Worst clinic ever. Please cancel your appointment and maybe go for other ppv."
357,Klinik Tan,Seremban,Negeri Sembilan,"<span class=""street-address"">3, Jalan Dato Sheikh Ahmad</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",1,"First time went to this clinic and the service was ridiculously bad! The staff keep shouting, mad at the patients without having any empathy or common sense to help the patients and disrespectful. When you’re a frontline and you need to treat your patients, please have manners and basic etiquette of customer service. That’s the basic thing when you sign up for this job."
358,Klinik Tan,Seremban,Negeri Sembilan,"<span class=""street-address"">3, Jalan Dato Sheikh Ahmad</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",1,"This clinic always full with people (foreigner),Improved your services don't only think you are the one in Seremban. Without your patients you won't be sitting on that executive chair."
359,Klinik Tan,Seremban,Negeri Sembilan,"<span class=""street-address"">3, Jalan Dato Sheikh Ahmad</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,The senior doctor is polite when carried out PCR test. Receptionist on duty are well responsible.
360,Klinik Maria,Seremban,Negeri Sembilan,"<span class=""street-address"">155, Jalan Dato Bandar Tunggal</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",1,"Most worst clinic ever , even the doctor never ever touch Patient at all, the clinic staff don’t  knw how to treat the patient."
361,Klinik Maria,Seremban,Negeri Sembilan,"<span class=""street-address"">155, Jalan Dato Bandar Tunggal</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,Very good service..
362,Klinik Maria,Seremban,Negeri Sembilan,"<span class=""street-address"">155, Jalan Dato Bandar Tunggal</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,Good & Professional Service for skin consultation..
363,Klinik Maria,Seremban,Negeri Sembilan,"<span class=""street-address"">155, Jalan Dato Bandar Tunggal</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",2,"lunch break is 1pm to 3pm..nurses never allow to register by 2pm although they all are there...have to wait for long queues.....cash paying patient can skip their waiting time...GL patient need to wait although arrive earlier....not systemic at all...why need so many nurses if things are not up to dated...totally unsatisfying ...
Doctors part was good...medication also very effective ..."
364,Klinik Maria,Seremban,Negeri Sembilan,"<span class=""street-address"">155, Jalan Dato Bandar Tunggal</span>, <span class=""extended-address"">Bandar Seremban</span>, <span class=""postal-code"">70000</span> <span class=""locality"">Seremban</span>, <span class=""region"">Negeri Sembilan</span>, <span class=""country-name"">Malaysia</span>",5,"Good service always, medicine was good, friendly staffs👌👌👌"
365,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,Selangor,"No 51, Level P1, Blok D, No. 72A, Jalan University, Jaya One, <span class=""extended-address"">Pjs 13</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,Doctor Ng is very kind empathetic and understanding.He really tries to help you in all possible ways.Thank you Dr
366,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,Selangor,"No 51, Level P1, Blok D, No. 72A, Jalan University, Jaya One, <span class=""extended-address"">Pjs 13</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,"I've been under Dr. Ng Chong Guan care for the past 1 year. He is kind, patient, and empathetic which are important qualities for a good doctor to have. I appreciate how he has always made sure that I am at ease during my appointments with him."
367,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,Selangor,"No 51, Level P1, Blok D, No. 72A, Jalan University, Jaya One, <span class=""extended-address"">Pjs 13</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,Despite of the bad reviews but I personally felt that Dr Ng is very passionate and giving good advise. I feel calm and secure after meeting him. I'll sure visit him again the next time.
368,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,Selangor,"No 51, Level P1, Blok D, No. 72A, Jalan University, Jaya One, <span class=""extended-address"">Pjs 13</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,"Everyone here is patient, calm and kind. Appointments are necessary and even then there might be a wait when you arrive. Note that before referring you directly to a psych, you *will* be diagnosed by a doctor. This doc will advise you on what you need, whether it's medication or further treatment by a specific psych.

So far in my experience they have been really good. They truly listen and don't interrupt until you're done and done. Their advice has stood me in good stead. Yes, they are expensive, and if you can afford it I highly recommend it. Do NOT expect quick fixes."
369,TAN & NG PSYCHIATRY CLINIC (PJ),Petaling Jaya,Selangor,"No 51, Level P1, Blok D, No. 72A, Jalan University, Jaya One, <span class=""extended-address"">Pjs 13</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,Incredible experience. Helped me immemsely in getting better. Considers the side effect of my medication unlike previous doctors. Treats patient well and listens to patient concerns. Highly recommended.
370,Dr Wong Specialist Clinic (Psychiatry),Klang,Selangor,"<span class=""street-address"">62A, Lorong Batu Nilam 21A</span>, <span class=""extended-address"">Bandar Bukit Tinggi 1</span>, <span class=""postal-code"">41200</span> <span class=""locality"">Klang</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,"Have been seeing this doctor since 2017 and I got to say, he's patient, caring and empathetic."
371,Dr Wong Specialist Clinic (Psychiatry),Klang,Selangor,"<span class=""street-address"">62A, Lorong Batu Nilam 21A</span>, <span class=""extended-address"">Bandar Bukit Tinggi 1</span>, <span class=""postal-code"">41200</span> <span class=""locality"">Klang</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,"Unable to make appointment, expect to waste at least 1-2 hours of waiting due to first come first serve principle.

Was also charged 2x the quoted amount for consultation.

I cannot recommend this clinic."
372,Ting Specialist Clinic,Puchong,Selangor,"B-2-7, IOI Boulevard, <span class=""street-address"">Jalan Kenari 5</span>, <span class=""extended-address"">Bandar Puchong Jaya</span>, <span class=""postal-code"">47170</span> <span class=""locality"">Puchong</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,Doctor is nice but the receptionist is extremely arrogant
373,Ting Specialist Clinic,Puchong,Selangor,"B-2-7, IOI Boulevard, <span class=""street-address"">Jalan Kenari 5</span>, <span class=""extended-address"">Bandar Puchong Jaya</span>, <span class=""postal-code"">47170</span> <span class=""locality"">Puchong</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,"Have been seeing him for at least 10 years, he used to be very nice and supportive.
Today I went to take my usual 2 months meds (I took the 2 months ago, but he said (whatsapp) give me half dose lah.
How can a doctor lower down patient's meds without him or her first?
And the tall, long hair lady at the counter is really rude and disrespectful of elders"
374,Ting Specialist Clinic,Puchong,Selangor,"B-2-7, IOI Boulevard, <span class=""street-address"">Jalan Kenari 5</span>, <span class=""extended-address"">Bandar Puchong Jaya</span>, <span class=""postal-code"">47170</span> <span class=""locality"">Puchong</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,"Great doctor, helped me so much"
375,Ting Specialist Clinic,Puchong,Selangor,"B-2-7, IOI Boulevard, <span class=""street-address"">Jalan Kenari 5</span>, <span class=""extended-address"">Bandar Puchong Jaya</span>, <span class=""postal-code"">47170</span> <span class=""locality"">Puchong</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",3,"Doc is great, but sometime the service from the counter is not friendly"
376,Ting Specialist Clinic,Puchong,Selangor,"B-2-7, IOI Boulevard, <span class=""street-address"">Jalan Kenari 5</span>, <span class=""extended-address"">Bandar Puchong Jaya</span>, <span class=""postal-code"">47170</span> <span class=""locality"">Puchong</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,Doc is very knowledgeable in his field
377,Deva Dass Specialist Clinic,Petaling Jaya,Selangor,"40, A, <span class=""street-address"">Jalan 52/18</span>, <span class=""extended-address"">Seksyen 52 Petaling Jaya</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,He’s kind and comfortable to talk with. Give me encouragement and support my self critical thinking to filter the overthinking and negative emotions. Well. I understand only my mind control to safe me. But the third sound like him is additional benefits to help. Will be long que. Recommend it but need to be patience.
378,Deva Dass Specialist Clinic,Petaling Jaya,Selangor,"40, A, <span class=""street-address"">Jalan 52/18</span>, <span class=""extended-address"">Seksyen 52 Petaling Jaya</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,"The doctor is a kind and patient man. I highly recommend this place if you're running on a student budget. Thanks to Dr Dass, I got the help I needed."
379,Deva Dass Specialist Clinic,Petaling Jaya,Selangor,"40, A, <span class=""street-address"">Jalan 52/18</span>, <span class=""extended-address"">Seksyen 52 Petaling Jaya</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,One of d best doctor and his knowledge on your problems is superb...most recommended doctor for all patients..
380,Deva Dass Specialist Clinic,Petaling Jaya,Selangor,"40, A, <span class=""street-address"">Jalan 52/18</span>, <span class=""extended-address"">Seksyen 52 Petaling Jaya</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,experienced and nice doctor. can see immediate results.
381,Deva Dass Specialist Clinic,Petaling Jaya,Selangor,"40, A, <span class=""street-address"">Jalan 52/18</span>, <span class=""extended-address"">Seksyen 52 Petaling Jaya</span>, <span class=""postal-code"">46200</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,He is by far the best Doctor to go to for your mental health issues. Managed to overcome my anxiety in just 7 months and now I'm free from medications. Pricing is affordable too.
382,Brain Mind Specialist Clinic,Petaling Jaya,Selangor,"C-11-03 (3rd Floor 3 Two Square, <span class=""street-address"">Jalan 19/1</span>, <span class=""extended-address"">Seksyen 19</span>, <span class=""postal-code"">46300</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,"Reception is very unhelpful, not efficient, and rude.
Call to make appointment, fix a timing, but still need to wait while arrive. They never understand how difficult it is to drag a mental patient to the clinic, and let them sit and wait in the clinic.

The lady is really too old to work, asking for simple details like phone number, she ask repeatedly for more than 4times. It is until the point that it makes people get annoyed and angry.

Updates: waited for nearly 2 hours, mentioned that theres 2 person in front of me. What’s the purpose of making an appointment? The receptionist is making normal person become abnormal, cause of their service.

I understand that is she is elderly, but this is a sign that she is not suitable for a clinic reception job.

Overall very very bad experience."
383,Brain Mind Specialist Clinic,Petaling Jaya,Selangor,"C-11-03 (3rd Floor 3 Two Square, <span class=""street-address"">Jalan 19/1</span>, <span class=""extended-address"">Seksyen 19</span>, <span class=""postal-code"">46300</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",2,"doctor is good, they explain to you nicely and gice suggestions to treatment, but the management is poor,  i made an appointment at 8am, the clinic is open at 8am, so i though i will be the first , but when i reached, there's already 3 customer and first come first serve, which is already 9.30am when its my turn. THEN whats the point for making appointments?"
384,Brain Mind Specialist Clinic,Petaling Jaya,Selangor,"C-11-03 (3rd Floor 3 Two Square, <span class=""street-address"">Jalan 19/1</span>, <span class=""extended-address"">Seksyen 19</span>, <span class=""postal-code"">46300</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,"Absolutely terrible service and world class level of overbooking. Was referred to this clinic and  made an appointment at 9.15am. Reached at 9.00am but was told that there was 11 people ahead of me and had to wait (The clinic opens at 8.00am). Waited till 2.50pm only to finally reach our turn and to only had a 10min session with the doctor (Dr Yen). I mean what is the purpose of having an appointment when patients are required to wait hours past their scheduled appointment time.

It is a mental health clinic yet patients are left to suffer and wait extremely long hours and not to mention their EXTREMELY RUDE and unfriendly front desk staffs (typical morning market aunties rather than trained professionals). I sincerely believe that after visiting this mental health clinic patients will leave with worst or severe cases of anxiety/mental health issue.

They really need to learn how to manage their bookings and prevent any overbookings. Would definitely not recommend to anyone at all."
385,Brain Mind Specialist Clinic,Petaling Jaya,Selangor,"C-11-03 (3rd Floor 3 Two Square, <span class=""street-address"">Jalan 19/1</span>, <span class=""extended-address"">Seksyen 19</span>, <span class=""postal-code"">46300</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,"Clinic Receptionist very unhelpful and arrogant at PJ section.
Just a phone call to make appointment or enquiry atleast u need to redial more then 5 times only they will pick up your call or sometimes ur call just ended by them.
When My friend recommended Dr yen to me. He said i have to bare
with the receptionist attitude,  because they have no ethic of work.
I fully agreed with my friends comments after few visit to the clinic.
The receptionist have no sympathetic.
Doctor is great but not the frontliner."
386,Brain Mind Specialist Clinic,Petaling Jaya,Selangor,"C-11-03 (3rd Floor 3 Two Square, <span class=""street-address"">Jalan 19/1</span>, <span class=""extended-address"">Seksyen 19</span>, <span class=""postal-code"">46300</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,Extremely rude and bad service from the reception staff. I wanted to cancel an appointment during MCO and the staff told me I can't cancel even though we have to travel more than 10KM. She said that it is ok to travel more than 10km but I checked the official MCO operating procedures which said you definitely cannot. So I could have been fined or imprisoned if I had followed her advice.
387,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,Wilayah Persekutuan Kuala Lumpur,"<span class=""street-address"">31 31-1, Jalan Damai Niaga 1</span>, <span class=""extended-address"">Alam Damai</span>, <span class=""postal-code"">56000</span> <span class=""locality"">Cheras</span>, <span class=""region"">Wilayah Persekutuan Kuala Lumpur</span>, <span class=""country-name"">Malaysia</span>",5,My doctor was really considerate and understanding. First trip in cost about RM260 (with meds)
388,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,Wilayah Persekutuan Kuala Lumpur,"<span class=""street-address"">31 31-1, Jalan Damai Niaga 1</span>, <span class=""extended-address"">Alam Damai</span>, <span class=""postal-code"">56000</span> <span class=""locality"">Cheras</span>, <span class=""region"">Wilayah Persekutuan Kuala Lumpur</span>, <span class=""country-name"">Malaysia</span>",1,Dr. Lee very cold no eye contact felt unwelcomed n unheard
389,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,Wilayah Persekutuan Kuala Lumpur,"<span class=""street-address"">31 31-1, Jalan Damai Niaga 1</span>, <span class=""extended-address"">Alam Damai</span>, <span class=""postal-code"">56000</span> <span class=""locality"">Cheras</span>, <span class=""region"">Wilayah Persekutuan Kuala Lumpur</span>, <span class=""country-name"">Malaysia</span>",1,Very unprofessional experience with Dr.Yeoh for 2nd visit. Please do not accept our appointment if you are not ready to deal with the patient.
390,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,Wilayah Persekutuan Kuala Lumpur,"<span class=""street-address"">31 31-1, Jalan Damai Niaga 1</span>, <span class=""extended-address"">Alam Damai</span>, <span class=""postal-code"">56000</span> <span class=""locality"">Cheras</span>, <span class=""region"">Wilayah Persekutuan Kuala Lumpur</span>, <span class=""country-name"">Malaysia</span>",1,Not proffesional
391,Klinik Pakar Dr Yeoh & Dr Hazli Mental Health Specialist,Cheras,Wilayah Persekutuan Kuala Lumpur,"<span class=""street-address"">31 31-1, Jalan Damai Niaga 1</span>, <span class=""extended-address"">Alam Damai</span>, <span class=""postal-code"">56000</span> <span class=""locality"">Cheras</span>, <span class=""region"">Wilayah Persekutuan Kuala Lumpur</span>, <span class=""country-name"">Malaysia</span>",5,dr yeoh has spoken to me n ecplain the whole situation its just my emotions n feelings as a parent who wants the best for their kids. well gonna give it another go ... lets hope for the best..cheers dr yeoh hope u can assist in getting my son back to normal again. my sincere apologies for earlier message which wud have caused any distress to dr yeoh or his colleagues as i was overcome by emotions ...god bless
392,Raintree Specialist Clinic,Petaling Jaya,Selangor,"Unit 109, Block F, Phileo Damansara 1, Phileo Damansara I, <span class=""street-address"">Jalan 16/11</span>, <span class=""extended-address"">Section 16</span>, <span class=""postal-code"">46350</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,"Amazing place! The doctors and counsellors are super friendly and inspiring
The environment is very calming and therapeutic
Hell! Patients even get to enjoy hot beverage of their choice and biscuits while waiting for their session"
393,Raintree Specialist Clinic,Petaling Jaya,Selangor,"Unit 109, Block F, Phileo Damansara 1, Phileo Damansara I, <span class=""street-address"">Jalan 16/11</span>, <span class=""extended-address"">Section 16</span>, <span class=""postal-code"">46350</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,A very dedicated and great doctor. Great explanation to patient too. Give a call and set your appointment. Seek the best to treat you & provide help.
394,Raintree Specialist Clinic,Petaling Jaya,Selangor,"Unit 109, Block F, Phileo Damansara 1, Phileo Damansara I, <span class=""street-address"">Jalan 16/11</span>, <span class=""extended-address"">Section 16</span>, <span class=""postal-code"">46350</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,The support they provide is thorough and timely. Thank you Raintree Specialist Clinic!! This place is the best!!
395,Raintree Specialist Clinic,Petaling Jaya,Selangor,"Unit 109, Block F, Phileo Damansara 1, Phileo Damansara I, <span class=""street-address"">Jalan 16/11</span>, <span class=""extended-address"">Section 16</span>, <span class=""postal-code"">46350</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",5,Fantastic service as always. Very friendly and fast. Highly recommend
396,Raintree Specialist Clinic,Petaling Jaya,Selangor,"Unit 109, Block F, Phileo Damansara 1, Phileo Damansara I, <span class=""street-address"">Jalan 16/11</span>, <span class=""extended-address"">Section 16</span>, <span class=""postal-code"">46350</span> <span class=""locality"">Petaling Jaya</span>, <span class=""region"">Selangor</span>, <span class=""country-name"">Malaysia</span>",1,"Wasn’t given the right diagnosis but the doctor still prescribed medication. That’s not even the worst part, the medication given were olazapine, lorazepam and such that I gained a staggering 10kg in 4 weeks! On top of the fact that the medication wasn’t the right fit let alone very sedative, I obviously didn’t get better and gave up on psychiatrist after!

Sadly one day I disassociated and freaked out — it eventually led me to a centre which was when I met my current doctor who this time ACTUALLY TOOK NOTES DOWN, and not tells me how hes “got it in my head” ; managed to diagnose me with CPTSD in less than thirty mins and with that I am not properly treating my issues and I’ve never felt more alive and well.

But if I stuck with this clinic, not only my weight would go up but my wallet would go dry as he was overcharging me, but my health overall would’ve deteriorated severely and at a fast speed!

DO NOT COME HERE AND SEEK HELP ELSEWHERE. Do your research bout mental health and know what kind of outcome should come out of these visits with “doctors” and don’t simply agree with everything just cause they’re professionals cause some doctors might not even be on the registry list!"
